date_rep,center,group,uah_paym,paym_type,paym_direction
31.05.2018,C_1,Group 539,3.09250258,To themselves in other bank,OUT
31.05.2018,C_1,Group 667,0.00113556,Own money from other bank,IN
31.05.2018,C_1,Group 523,0.32148236,Money from other bank,IN
31.05.2018,C_1,Group 523,0.00757039,To CB client in other bank,OUT
31.05.2018,C_1,Group 523,0.20288994,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 523,0.01627633,To themselves in other bank,OUT
31.05.2018,C_1,Group 530,2.41116786,Own money from other bank,IN
31.05.2018,C_1,Group 530,0.53522919,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 541,10.01334922,Own money from other bank,IN
31.05.2018,C_1,Group 541,4.99718827,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 513,0.00195453,To themselves in other bank,OUT
31.05.2018,C_1,Group 559,0.0647268,Money from other bank,IN
31.05.2018,C_1,Group 559,0.01456315,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 195,7.15372214,Money from other bank,IN
31.05.2018,C_1,Group 195,2.46065565,Own money from other bank,IN
31.05.2018,C_1,Group 195,0.43215267,To CB client in other bank,OUT
31.05.2018,C_1,Group 195,30.77150437,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 195,0.22788867,To themselves in other bank,OUT
31.05.2018,C_1,Group 177,0.00151408,Money from other bank,IN
31.05.2018,C_1,Group 177,0.02974422,To CB client in other bank,OUT
31.05.2018,C_1,Group 177,0.1651573,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 212,0.02541454,Money from other bank,IN
31.05.2018,C_1,Group 212,1.09770593,Own money from other bank,IN
31.05.2018,C_1,Group 212,0.01434962,To CB client in other bank,OUT
31.05.2018,C_1,Group 212,1.27181561,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 212,0.20818561,To themselves in other bank,OUT
31.05.2018,C_1,Group 427,0.88069079,Money from other bank,IN
31.05.2018,C_1,Group 427,0.02572733,To CB client in other bank,OUT
31.05.2018,C_1,Group 427,0.29415496,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 427,0.11814495,To themselves in other bank,OUT
31.05.2018,C_1,Group 535,65.94140283,Money from other bank,IN
31.05.2018,C_1,Group 535,68.35331123,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 535,22.90041687,To themselves in other bank,OUT
31.05.2018,C_1,Group 366,12.94883004,Money from other bank,IN
31.05.2018,C_1,Group 366,1.31459748,Own money from other bank,IN
31.05.2018,C_1,Group 366,0.41803347,To CB client in other bank,OUT
31.05.2018,C_1,Group 366,7.02827569,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 270,6.40983514,Money from other bank,IN
31.05.2018,C_1,Group 270,4.54223145,Own money from other bank,IN
31.05.2018,C_1,Group 270,0.1033721,To CB client in other bank,OUT
31.05.2018,C_1,Group 270,4.41495869,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 270,0.10248145,To themselves in other bank,OUT
31.05.2018,C_1,Group 99,0.07458692,Money from other bank,IN
31.05.2018,C_1,Group 99,1.62763293,Own money from other bank,IN
31.05.2018,C_1,Group 99,0.11724514,To CB client in other bank,OUT
31.05.2018,C_1,Group 99,1.41525085,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 99,0.80352147,To themselves in other bank,OUT
31.05.2018,C_1,Group 118,0.17225991,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 367,0.27717609,Money from other bank,IN
31.05.2018,C_1,Group 367,0.12618556,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 367,0.12647541,To themselves in other bank,OUT
31.05.2018,C_1,Group 164,4.9656871,Money from other bank,IN
31.05.2018,C_1,Group 164,0.17194866,To CB client in other bank,OUT
31.05.2018,C_1,Group 164,26.21281388,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 503,8.10082523,Money from other bank,IN
31.05.2018,C_1,Group 503,1.27842791,Own money from other bank,IN
31.05.2018,C_1,Group 503,0.0596352,To CB client in other bank,OUT
31.05.2018,C_1,Group 503,3.56108622,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 503,1.89259644,To themselves in other bank,OUT
31.05.2018,C_1,Group 277,3.1181657,Money from other bank,IN
31.05.2018,C_1,Group 277,0.00063872,To CB client in other bank,OUT
31.05.2018,C_1,Group 277,0.19516021,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 277,1.49515118,To themselves in other bank,OUT
31.05.2018,C_1,Group 292,0.24332658,Money from other bank,IN
31.05.2018,C_1,Group 292,0.00285494,To CB client in other bank,OUT
31.05.2018,C_1,Group 292,0.66971522,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 292,0.00656845,To themselves in other bank,OUT
31.05.2018,C_1,Group 597,2.99196266,Money from other bank,IN
31.05.2018,C_1,Group 597,0.01175599,To CB client in other bank,OUT
31.05.2018,C_1,Group 597,1.80528402,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 597,0.06056309,To themselves in other bank,OUT
31.05.2018,C_1,Group 494,0.39933785,Own money from other bank,IN
31.05.2018,C_1,Group 494,0.20057637,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 295,6.49482147,Money from other bank,IN
31.05.2018,C_1,Group 295,28.36812797,Own money from other bank,IN
31.05.2018,C_1,Group 295,20.62020769,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 295,5.56584223,To themselves in other bank,OUT
31.05.2018,C_1,Group 382,0.31417101,Own money from other bank,IN
31.05.2018,C_1,Group 382,0.0907701,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 382,0.0051689,To themselves in other bank,OUT
31.05.2018,C_1,Group 612,0.81353502,Money from other bank,IN
31.05.2018,C_1,Group 612,0.00341248,Own money from other bank,IN
31.05.2018,C_1,Group 612,0.06363423,To CB client in other bank,OUT
31.05.2018,C_1,Group 612,11.93299826,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 421,0.0049034,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 59,8.13849887,Money from other bank,IN
31.05.2018,C_1,Group 59,0.09876761,Own money from other bank,IN
31.05.2018,C_1,Group 59,0.09793112,To CB client in other bank,OUT
31.05.2018,C_1,Group 59,3.70954796,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 59,0.94629822,To themselves in other bank,OUT
31.05.2018,C_1,Group 216,0.18969642,Own money from other bank,IN
31.05.2018,C_1,Group 216,0.05870399,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 40,132.43443559,Own money from other bank,IN
31.05.2018,C_1,Group 40,8.34722918,To CB client in other bank,OUT
31.05.2018,C_1,Group 40,116.99260558,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 227,1.80117056,Money from other bank,IN
31.05.2018,C_1,Group 227,1.29991584,Own money from other bank,IN
31.05.2018,C_1,Group 227,0.29727426,To CB client in other bank,OUT
31.05.2018,C_1,Group 227,2.12137657,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 227,3.52325752,To themselves in other bank,OUT
31.05.2018,C_1,Group 286,0.00284089,To themselves in other bank,OUT
31.05.2018,C_1,Group 548,0.34520184,Money from other bank,IN
31.05.2018,C_1,Group 548,0.37662669,Own money from other bank,IN
31.05.2018,C_1,Group 548,0.00616229,To CB client in other bank,OUT
31.05.2018,C_1,Group 548,2.29546608,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 548,0.13248175,To themselves in other bank,OUT
31.05.2018,C_1,Group 106,0.0171291,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 325,6.21841252,Money from other bank,IN
31.05.2018,C_1,Group 325,0.0857051,To CB client in other bank,OUT
31.05.2018,C_1,Group 325,1.14359075,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 325,0.22711157,To themselves in other bank,OUT
31.05.2018,C_1,Group 571,11.63599643,Money from other bank,IN
31.05.2018,C_1,Group 571,9.51976007,Own money from other bank,IN
31.05.2018,C_1,Group 571,0.07070508,To CB client in other bank,OUT
31.05.2018,C_1,Group 571,8.4516576,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 571,9.84157717,To themselves in other bank,OUT
31.05.2018,C_1,Group 586,5.95867292,Money from other bank,IN
31.05.2018,C_1,Group 586,0.00645824,To CB client in other bank,OUT
31.05.2018,C_1,Group 586,0.89500282,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 586,1.15682662,To themselves in other bank,OUT
31.05.2018,C_1,Group 229,53.74973877,Own money from other bank,IN
31.05.2018,C_1,Group 434,10.69840036,Money from other bank,IN
31.05.2018,C_1,Group 434,0.79758813,To CB client in other bank,OUT
31.05.2018,C_1,Group 434,4.95138553,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 434,0.4663104,To themselves in other bank,OUT
31.05.2018,C_1,Group 480,0.81483269,Money from other bank,IN
31.05.2018,C_1,Group 480,0.0568032,To CB client in other bank,OUT
31.05.2018,C_1,Group 480,44.76479913,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 480,0.47277475,To themselves in other bank,OUT
31.05.2018,C_1,Group 536,3.32112304,Money from other bank,IN
31.05.2018,C_1,Group 536,2.83889465,To themselves in other bank,OUT
31.05.2018,C_1,Group 452,12.04021197,Money from other bank,IN
31.05.2018,C_1,Group 452,0.02064796,To CB client in other bank,OUT
31.05.2018,C_1,Group 452,3.39298521,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 452,0.34616497,To themselves in other bank,OUT
31.05.2018,C_1,Group 154,2.97443783,Money from other bank,IN
31.05.2018,C_1,Group 154,0.03353008,To CB client in other bank,OUT
31.05.2018,C_1,Group 154,18.07419442,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 154,1.47809965,To themselves in other bank,OUT
31.05.2018,C_1,Group 159,0.83004021,Money from other bank,IN
31.05.2018,C_1,Group 159,1.50120749,Own money from other bank,IN
31.05.2018,C_1,Group 159,1.70871239,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 159,0.23903493,To themselves in other bank,OUT
31.05.2018,C_1,Group 246,71.50797113,Own money from other bank,IN
31.05.2018,C_1,Group 246,6.07523456,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 246,36.6486159,To themselves in other bank,OUT
31.05.2018,C_1,Group 626,0.01022002,Own money from other bank,IN
31.05.2018,C_1,Group 626,0.0268938,To CB client in other bank,OUT
31.05.2018,C_1,Group 626,0.4005312,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 626,3.04329507,To themselves in other bank,OUT
31.05.2018,C_1,Group 568,0.02484222,Money from other bank,IN
31.05.2018,C_1,Group 568,0.04542231,To CB client in other bank,OUT
31.05.2018,C_1,Group 568,1.02401211,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 329,0.53636183,Own money from other bank,IN
31.05.2018,C_1,Group 329,0.18508064,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 236,0.00950146,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 81,132.94894429,Money from other bank,IN
31.05.2018,C_1,Group 81,43.56378476,Own money from other bank,IN
31.05.2018,C_1,Group 81,0.23109992,To CB client in other bank,OUT
31.05.2018,C_1,Group 81,81.94030299,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 81,51.97751147,To themselves in other bank,OUT
31.05.2018,C_1,Group 418,0.03626745,To CB client in other bank,OUT
31.05.2018,C_1,Group 418,0.13759108,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 497,9.38233114,Money from other bank,IN
31.05.2018,C_1,Group 497,0.96233039,Own money from other bank,IN
31.05.2018,C_1,Group 497,0.35516489,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 497,1.24911365,To themselves in other bank,OUT
31.05.2018,C_1,Group 249,7.45539832,Money from other bank,IN
31.05.2018,C_1,Group 249,0.39168809,To CB client in other bank,OUT
31.05.2018,C_1,Group 249,9.33996773,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 249,19.15307593,To themselves in other bank,OUT
31.05.2018,C_1,Group 378,0.00390527,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 37,5.73885646,Money from other bank,IN
31.05.2018,C_1,Group 37,0.00334876,To CB client in other bank,OUT
31.05.2018,C_1,Group 37,1.77588217,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 37,0.06841812,To themselves in other bank,OUT
31.05.2018,C_1,Group 479,0.5098615,Own money from other bank,IN
31.05.2018,C_1,Group 479,0.19052986,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 283,1.9690861,Money from other bank,IN
31.05.2018,C_1,Group 283,0.05201531,Own money from other bank,IN
31.05.2018,C_1,Group 283,2.98299592,To CB client in other bank,OUT
31.05.2018,C_1,Group 283,5.50293447,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 283,1.80932219,To themselves in other bank,OUT
31.05.2018,C_1,Group 654,0.00619328,To CB client in other bank,OUT
31.05.2018,C_1,Group 654,0.10155524,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 554,0.07031871,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 554,0.01200701,To themselves in other bank,OUT
31.05.2018,C_1,Group 547,14.8387729,Money from other bank,IN
31.05.2018,C_1,Group 547,0.01481355,To CB client in other bank,OUT
31.05.2018,C_1,Group 547,4.81194846,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 547,1.79370751,To themselves in other bank,OUT
31.05.2018,C_1,Group 271,0.00000182,Money from other bank,IN
31.05.2018,C_1,Group 271,0.13876582,To CB client in other bank,OUT
31.05.2018,C_1,Group 271,0.12162657,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 579,0.01033358,Money from other bank,IN
31.05.2018,C_1,Group 579,6.73764331,Own money from other bank,IN
31.05.2018,C_1,Group 579,0.22825029,To CB client in other bank,OUT
31.05.2018,C_1,Group 579,13.87018104,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 579,2.68748694,To themselves in other bank,OUT
31.05.2018,C_1,Group 614,4.82419892,Money from other bank,IN
31.05.2018,C_1,Group 614,0.26269239,Own money from other bank,IN
31.05.2018,C_1,Group 614,1.92862647,To CB client in other bank,OUT
31.05.2018,C_1,Group 614,1.0659638,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 614,0.00727817,To themselves in other bank,OUT
31.05.2018,C_1,Group 210,1.3836882,Money from other bank,IN
31.05.2018,C_1,Group 210,0.22114777,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 315,0.42015641,Own money from other bank,IN
31.05.2018,C_1,Group 315,0.12559189,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 335,1.31226818,Money from other bank,IN
31.05.2018,C_1,Group 335,0.00454223,To CB client in other bank,OUT
31.05.2018,C_1,Group 335,1.32719539,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 335,0.00264964,To themselves in other bank,OUT
31.05.2018,C_1,Group 321,3.74839984,Money from other bank,IN
31.05.2018,C_1,Group 321,0.08357954,To CB client in other bank,OUT
31.05.2018,C_1,Group 321,4.45893078,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 625,1.24072503,Money from other bank,IN
31.05.2018,C_1,Group 625,0.156185,To CB client in other bank,OUT
31.05.2018,C_1,Group 625,2.70684063,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 345,0.00095899,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 406,1.60915434,Money from other bank,IN
31.05.2018,C_1,Group 406,0.01058876,To CB client in other bank,OUT
31.05.2018,C_1,Group 406,2.78132893,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 406,1.89516923,To themselves in other bank,OUT
31.05.2018,C_1,Group 401,2.15831698,Own money from other bank,IN
31.05.2018,C_1,Group 401,0.00441947,To CB client in other bank,OUT
31.05.2018,C_1,Group 401,0.73668486,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 589,0.2828785,Money from other bank,IN
31.05.2018,C_1,Group 589,0.02601864,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 577,0.84193277,Money from other bank,IN
31.05.2018,C_1,Group 176,58.03762448,Money from other bank,IN
31.05.2018,C_1,Group 176,0.76322244,Own money from other bank,IN
31.05.2018,C_1,Group 176,8.41009216,To CB client in other bank,OUT
31.05.2018,C_1,Group 176,36.904795,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 176,5.87881265,To themselves in other bank,OUT
31.05.2018,C_1,Group 661,1.73564031,Money from other bank,IN
31.05.2018,C_1,Group 661,0.00084142,To CB client in other bank,OUT
31.05.2018,C_1,Group 661,0.55706536,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 661,0.07570386,To themselves in other bank,OUT
31.05.2018,C_1,Group 481,13.15657338,Own money from other bank,IN
31.05.2018,C_1,Group 384,10.77958237,Money from other bank,IN
31.05.2018,C_1,Group 384,1.61655482,To CB client in other bank,OUT
31.05.2018,C_1,Group 384,12.65747545,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 384,2.64963501,To themselves in other bank,OUT
31.05.2018,C_1,Group 588,17.5723889,Money from other bank,IN
31.05.2018,C_1,Group 588,0.17995731,To CB client in other bank,OUT
31.05.2018,C_1,Group 588,5.13174148,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 588,1.9626225,To themselves in other bank,OUT
31.05.2018,C_1,Group 7,0.04583869,Money from other bank,IN
31.05.2018,C_1,Group 7,5.88615963,Own money from other bank,IN
31.05.2018,C_1,Group 7,2.46595809,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 7,1.82221191,To themselves in other bank,OUT
31.05.2018,C_1,Group 622,1.28014526,Money from other bank,IN
31.05.2018,C_1,Group 622,0.85967908,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 117,2.68509579,Money from other bank,IN
31.05.2018,C_1,Group 117,4.20862347,Own money from other bank,IN
31.05.2018,C_1,Group 117,0.00774914,To CB client in other bank,OUT
31.05.2018,C_1,Group 117,5.00540045,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 117,2.12275509,To themselves in other bank,OUT
31.05.2018,C_1,Group 171,3.2291845,Money from other bank,IN
31.05.2018,C_1,Group 171,0.16224211,To CB client in other bank,OUT
31.05.2018,C_1,Group 171,7.98868524,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 242,0.05017675,Money from other bank,IN
31.05.2018,C_1,Group 242,0.00143799,To CB client in other bank,OUT
31.05.2018,C_1,Group 242,0.48251163,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 242,0.00988655,To themselves in other bank,OUT
31.05.2018,C_1,Group 594,6.09416052,Own money from other bank,IN
31.05.2018,C_1,Group 186,1.86993314,Money from other bank,IN
31.05.2018,C_1,Group 186,0.00165214,To CB client in other bank,OUT
31.05.2018,C_1,Group 186,0.2589979,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 186,1.74156724,To themselves in other bank,OUT
31.05.2018,C_1,Group 395,0.47788573,Money from other bank,IN
31.05.2018,C_1,Group 395,108.17606912,Own money from other bank,IN
31.05.2018,C_1,Group 395,0.55558716,To CB client in other bank,OUT
31.05.2018,C_1,Group 395,32.02238155,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 123,49.16276434,Money from other bank,IN
31.05.2018,C_1,Group 123,21.97575384,Own money from other bank,IN
31.05.2018,C_1,Group 123,1.3290794,To CB client in other bank,OUT
31.05.2018,C_1,Group 123,26.70155767,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 123,22.9382688,To themselves in other bank,OUT
31.05.2018,C_1,Group 517,0.04284977,To CB client in other bank,OUT
31.05.2018,C_1,Group 517,0.6420642,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 248,2.12860575,Money from other bank,IN
31.05.2018,C_1,Group 248,0.05785209,To CB client in other bank,OUT
31.05.2018,C_1,Group 248,0.94102823,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 663,0.0011947,To CB client in other bank,OUT
31.05.2018,C_1,Group 663,0.08637121,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 585,0.74541955,Money from other bank,IN
31.05.2018,C_1,Group 585,0.01325321,To CB client in other bank,OUT
31.05.2018,C_1,Group 585,1.08549724,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 649,0.03427389,Money from other bank,IN
31.05.2018,C_1,Group 649,2.0674265,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 636,9.02409352,Money from other bank,IN
31.05.2018,C_1,Group 636,0.01088347,To CB client in other bank,OUT
31.05.2018,C_1,Group 636,2.84273909,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 636,1.18098018,To themselves in other bank,OUT
31.05.2018,C_1,Group 354,0.89625561,Money from other bank,IN
31.05.2018,C_1,Group 354,0.06586742,To CB client in other bank,OUT
31.05.2018,C_1,Group 354,0.33109711,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 354,0.18585297,To themselves in other bank,OUT
31.05.2018,C_1,Group 235,8.8463563,Money from other bank,IN
31.05.2018,C_1,Group 235,1.30778414,Own money from other bank,IN
31.05.2018,C_1,Group 235,1.44876989,To CB client in other bank,OUT
31.05.2018,C_1,Group 235,8.89236974,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 235,0.37851929,To themselves in other bank,OUT
31.05.2018,C_1,Group 165,18.33115128,Money from other bank,IN
31.05.2018,C_1,Group 165,33.76392041,Own money from other bank,IN
31.05.2018,C_1,Group 165,1.18710807,To CB client in other bank,OUT
31.05.2018,C_1,Group 165,11.38194198,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 165,2.86503482,To themselves in other bank,OUT
31.05.2018,C_1,Group 635,0.38850962,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 437,15.93566199,Own money from other bank,IN
31.05.2018,C_1,Group 158,0.98793498,Money from other bank,IN
31.05.2018,C_1,Group 158,0.16730552,Own money from other bank,IN
31.05.2018,C_1,Group 158,0.00418534,To CB client in other bank,OUT
31.05.2018,C_1,Group 158,0.33176169,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 158,0.18437182,To themselves in other bank,OUT
31.05.2018,C_1,Group 468,8.92479101,Money from other bank,IN
31.05.2018,C_1,Group 468,10.22002075,Own money from other bank,IN
31.05.2018,C_1,Group 468,0.19822847,To CB client in other bank,OUT
31.05.2018,C_1,Group 468,4.15123679,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 468,7.94890503,To themselves in other bank,OUT
31.05.2018,C_1,Group 231,0.03785193,Money from other bank,IN
31.05.2018,C_1,Group 231,0.88194994,Own money from other bank,IN
31.05.2018,C_1,Group 231,0.26581512,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 458,0.01892596,Own money from other bank,IN
31.05.2018,C_1,Group 458,0.01046093,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 408,0.3163951,To CB client in other bank,OUT
31.05.2018,C_1,Group 408,0.72959841,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 147,11.62427911,Money from other bank,IN
31.05.2018,C_1,Group 147,5.25196798,Own money from other bank,IN
31.05.2018,C_1,Group 147,0.01735687,To CB client in other bank,OUT
31.05.2018,C_1,Group 147,10.94657938,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 147,3.63378516,To themselves in other bank,OUT
31.05.2018,C_1,Group 648,2.73025962,To themselves in other bank,OUT
31.05.2018,C_1,Group 416,0.08686072,Money from other bank,IN
31.05.2018,C_1,Group 416,0.56345338,To CB client in other bank,OUT
31.05.2018,C_1,Group 416,13.81018441,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 114,13.90226799,Money from other bank,IN
31.05.2018,C_1,Group 114,0.04601625,To CB client in other bank,OUT
31.05.2018,C_1,Group 114,8.72938186,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 114,0.64348279,To themselves in other bank,OUT
31.05.2018,C_1,Group 640,7.32442673,Money from other bank,IN
31.05.2018,C_1,Group 640,0.0156978,To CB client in other bank,OUT
31.05.2018,C_1,Group 640,1.90238265,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 640,0.18925964,To themselves in other bank,OUT
31.05.2018,C_1,Group 407,0.1327611,Money from other bank,IN
31.05.2018,C_1,Group 407,0.05677789,Own money from other bank,IN
31.05.2018,C_1,Group 407,0.00069938,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 407,1.70333679,To themselves in other bank,OUT
31.05.2018,C_1,Group 194,0.99975334,Money from other bank,IN
31.05.2018,C_1,Group 194,0.00168809,To CB client in other bank,OUT
31.05.2018,C_1,Group 194,0.54519166,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 35,2.17198648,Money from other bank,IN
31.05.2018,C_1,Group 35,15.52080485,Own money from other bank,IN
31.05.2018,C_1,Group 35,0.0187897,To CB client in other bank,OUT
31.05.2018,C_1,Group 35,30.31576169,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 35,33.5341592,To themselves in other bank,OUT
31.05.2018,C_1,Group 100,0.00664408,Money from other bank,IN
31.05.2018,C_1,Group 100,0.0028325,To CB client in other bank,OUT
31.05.2018,C_1,Group 100,0.18242225,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 370,0.00184574,Money from other bank,IN
31.05.2018,C_1,Group 370,0.18925964,Own money from other bank,IN
31.05.2018,C_1,Group 370,0.18459216,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 370,0.529927,To themselves in other bank,OUT
31.05.2018,C_1,Group 234,0.00058109,Money from other bank,IN
31.05.2018,C_1,Group 234,0.25095829,Own money from other bank,IN
31.05.2018,C_1,Group 234,0.01506508,To CB client in other bank,OUT
31.05.2018,C_1,Group 234,0.47450398,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 284,0.00041238,To themselves in other bank,OUT
31.05.2018,C_1,Group 144,0.00024414,Money from other bank,IN
31.05.2018,C_1,Group 144,358.0289882,Own money from other bank,IN
31.05.2018,C_1,Group 144,8.12137551,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 144,295.13148818,To themselves in other bank,OUT
31.05.2018,C_1,Group 557,13.44489608,Money from other bank,IN
31.05.2018,C_1,Group 557,0.00529851,To CB client in other bank,OUT
31.05.2018,C_1,Group 557,7.26042457,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 557,1.1584844,To themselves in other bank,OUT
31.05.2018,C_1,Group 313,71.30210663,Money from other bank,IN
31.05.2018,C_1,Group 313,5.3901928,Own money from other bank,IN
31.05.2018,C_1,Group 313,50.94869605,To themselves in other bank,OUT
31.05.2018,C_1,Group 138,0.02761135,Money from other bank,IN
31.05.2018,C_1,Group 138,19.60729907,Own money from other bank,IN
31.05.2018,C_1,Group 138,0.05324313,To CB client in other bank,OUT
31.05.2018,C_1,Group 138,7.22279142,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 363,0.0018926,To CB client in other bank,OUT
31.05.2018,C_1,Group 363,0.02715168,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 613,0.04865825,Money from other bank,IN
31.05.2018,C_1,Group 613,0.03312044,Own money from other bank,IN
31.05.2018,C_1,Group 613,0.00926485,To CB client in other bank,OUT
31.05.2018,C_1,Group 613,0.03738606,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 613,0.0232884,To themselves in other bank,OUT
31.05.2018,C_1,Group 561,22.33263794,Own money from other bank,IN
31.05.2018,C_1,Group 561,0.54885297,To themselves in other bank,OUT
31.05.2018,C_1,Group 511,0.58196114,Money from other bank,IN
31.05.2018,C_1,Group 511,0.03898526,To CB client in other bank,OUT
31.05.2018,C_1,Group 511,0.15273262,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 511,0.14199962,To themselves in other bank,OUT
31.05.2018,C_1,Group 357,6.58585708,Own money from other bank,IN
31.05.2018,C_1,Group 357,1.95436701,To non-CB client in other bank,OUT
31.05.2018,C_1,Group 357,3.71138161,To themselves in other bank,OUT
31.05.2018,C_1,Group 193,5.26488126,Money from other bank,IN
31.05.2018,C_1,Group 193,0.00644328,To CB client in other bank,OUT
31.05.2018,C_1,Group 193,2.04115489,To non-CB client in other bank,OUT
