date_rep,center,group,uah_paym,paym_type,paym_direction
31.01.2018,C_3,Group 211,0.36521846,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 211,2.63070905,To themselves in other bank,OUT
31.01.2018,C_3,Group 116,0.00011356,Own money from other bank,IN
31.01.2018,C_3,Group 116,0.0000405,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 389,7.12387358,Money from other bank,IN
31.01.2018,C_3,Group 389,1.47622522,Own money from other bank,IN
31.01.2018,C_3,Group 389,8.88498323,To CB client in other bank,OUT
31.01.2018,C_3,Group 389,3.37497206,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 389,9.69009375,To themselves in other bank,OUT
31.01.2018,C_3,Group 543,0.70783107,Own money from other bank,IN
31.01.2018,C_3,Group 368,6.25844986,Money from other bank,IN
31.01.2018,C_3,Group 368,0.15216475,Own money from other bank,IN
31.01.2018,C_3,Group 368,13.07587691,To CB client in other bank,OUT
31.01.2018,C_3,Group 368,0.83154196,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 39,14.05406852,Money from other bank,IN
31.01.2018,C_3,Group 39,0.01022002,Own money from other bank,IN
31.01.2018,C_3,Group 39,0.03636969,To CB client in other bank,OUT
31.01.2018,C_3,Group 39,13.03679512,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 39,1.06042178,To themselves in other bank,OUT
31.01.2018,C_3,Group 202,37.18674688,Money from other bank,IN
31.01.2018,C_3,Group 202,10.3440468,Own money from other bank,IN
31.01.2018,C_3,Group 202,9.9491275,To CB client in other bank,OUT
31.01.2018,C_3,Group 202,34.09997123,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 202,38.7567449,To themselves in other bank,OUT
31.01.2018,C_3,Group 279,0.12869656,Own money from other bank,IN
31.01.2018,C_3,Group 279,0.0419282,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 450,3.34455025,Money from other bank,IN
31.01.2018,C_3,Group 450,0.02264934,To CB client in other bank,OUT
31.01.2018,C_3,Group 450,1.26781669,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 450,11.20038571,To themselves in other bank,OUT
31.01.2018,C_3,Group 438,4.54223145,Money from other bank,IN
31.01.2018,C_3,Group 438,0.03785193,Own money from other bank,IN
31.01.2018,C_3,Group 438,3.78519287,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 62,0.71823545,Money from other bank,IN
31.01.2018,C_3,Group 62,0.07608238,Own money from other bank,IN
31.01.2018,C_3,Group 62,0.00835558,To CB client in other bank,OUT
31.01.2018,C_3,Group 62,0.84377623,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 62,0.03482377,To themselves in other bank,OUT
31.01.2018,C_3,Group 356,1.35808666,Money from other bank,IN
31.01.2018,C_3,Group 356,0.11166319,To themselves in other bank,OUT
31.01.2018,C_3,Group 519,12.99100696,Money from other bank,IN
31.01.2018,C_3,Group 519,0.29323889,Own money from other bank,IN
31.01.2018,C_3,Group 519,9.84112295,To CB client in other bank,OUT
31.01.2018,C_3,Group 519,3.80866107,To themselves in other bank,OUT
31.01.2018,C_3,Group 499,2.41564936,Money from other bank,IN
31.01.2018,C_3,Group 499,1.14510793,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 499,0.24225234,To themselves in other bank,OUT
31.01.2018,C_3,Group 617,2.09430809,Money from other bank,IN
31.01.2018,C_3,Group 617,6.07814171,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 305,25.70313925,Money from other bank,IN
31.01.2018,C_3,Group 305,5.53205938,Own money from other bank,IN
31.01.2018,C_3,Group 305,18.19232813,To CB client in other bank,OUT
31.01.2018,C_3,Group 305,44.03435674,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 305,6.90986959,To themselves in other bank,OUT
31.01.2018,C_3,Group 2,413.15216897,Money from other bank,IN
31.01.2018,C_3,Group 2,122.32775734,Own money from other bank,IN
31.01.2018,C_3,Group 2,105.20630654,To CB client in other bank,OUT
31.01.2018,C_3,Group 2,449.18730819,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 2,171.70606625,To themselves in other bank,OUT
31.01.2018,C_3,Group 24,758.85375035,Money from other bank,IN
31.01.2018,C_3,Group 24,559.97447012,Own money from other bank,IN
31.01.2018,C_3,Group 24,275.1232016,To CB client in other bank,OUT
31.01.2018,C_3,Group 24,526.52358549,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 24,378.14579202,To themselves in other bank,OUT
31.01.2018,C_3,Group 604,0.24438628,Money from other bank,IN
31.01.2018,C_3,Group 604,0.31570269,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 623,0.00331368,Money from other bank,IN
31.01.2018,C_3,Group 623,0.02307672,To CB client in other bank,OUT
31.01.2018,C_3,Group 623,43.38563927,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 623,0.2785902,To themselves in other bank,OUT
31.01.2018,C_3,Group 317,19.34833366,Money from other bank,IN
31.01.2018,C_3,Group 317,0.04518639,To CB client in other bank,OUT
31.01.2018,C_3,Group 317,3.04371005,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 317,1.05517475,To themselves in other bank,OUT
31.01.2018,C_3,Group 621,0.00546519,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 578,0.53178578,Money from other bank,IN
31.01.2018,C_3,Group 578,3.0281543,Own money from other bank,IN
31.01.2018,C_3,Group 578,0.04660799,To CB client in other bank,OUT
31.01.2018,C_3,Group 578,5.07100921,To non-CB client in other bank,OUT
31.01.2018,C_3,Group 578,0.45422314,To themselves in other bank,OUT
31.01.2018,C_2,Group 575,1.60105202,Money from other bank,IN
31.01.2018,C_2,Group 575,8.37663182,Own money from other bank,IN
31.01.2018,C_2,Group 575,0.00585614,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 611,3.54236217,Money from other bank,IN
31.01.2018,C_2,Group 611,0.00031723,To CB client in other bank,OUT
31.01.2018,C_2,Group 611,0.01823786,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 611,3.86695304,To themselves in other bank,OUT
31.01.2018,C_2,Group 208,1.72401179,Money from other bank,IN
31.01.2018,C_2,Group 208,0.14839549,To CB client in other bank,OUT
31.01.2018,C_2,Group 208,0.53243849,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 334,3.3166851,Money from other bank,IN
31.01.2018,C_2,Group 334,2.22223198,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 529,162.20138158,Money from other bank,IN
31.01.2018,C_2,Group 529,0.22332638,Own money from other bank,IN
31.01.2018,C_2,Group 529,0.56777893,To CB client in other bank,OUT
31.01.2018,C_2,Group 529,0.01623817,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 529,2.84367379,To themselves in other bank,OUT
31.01.2018,C_2,Group 534,0.60940697,Money from other bank,IN
31.01.2018,C_2,Group 534,0.6684525,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 534,0.34328558,To themselves in other bank,OUT
31.01.2018,C_2,Group 619,0.4317665,Money from other bank,IN
31.01.2018,C_2,Group 619,0.01574796,To CB client in other bank,OUT
31.01.2018,C_2,Group 619,0.43238502,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 619,0.5829197,To themselves in other bank,OUT
31.01.2018,C_2,Group 46,0.33508121,Money from other bank,IN
31.01.2018,C_2,Group 46,0.49591618,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 46,0.04704712,To themselves in other bank,OUT
31.01.2018,C_2,Group 65,0.01244699,To CB client in other bank,OUT
31.01.2018,C_2,Group 65,0.00527247,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 52,0.06599677,Money from other bank,IN
31.01.2018,C_2,Group 52,1.27750259,Own money from other bank,IN
31.01.2018,C_2,Group 52,0.00454223,To CB client in other bank,OUT
31.01.2018,C_2,Group 52,0.02459329,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 23,38.44297066,Money from other bank,IN
31.01.2018,C_2,Group 23,7.12070483,Own money from other bank,IN
31.01.2018,C_2,Group 23,15.41074216,To CB client in other bank,OUT
31.01.2018,C_2,Group 23,12.30613177,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 23,18.32172721,To themselves in other bank,OUT
31.01.2018,C_2,Group 527,0.05485653,Money from other bank,IN
31.01.2018,C_2,Group 527,0.50679536,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 25,10.70833377,Money from other bank,IN
31.01.2018,C_2,Group 25,0.5416611,Own money from other bank,IN
31.01.2018,C_2,Group 25,3.20042475,To CB client in other bank,OUT
31.01.2018,C_2,Group 25,7.6884969,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 25,0.53738383,To themselves in other bank,OUT
31.01.2018,C_2,Group 38,106.31210943,Money from other bank,IN
31.01.2018,C_2,Group 38,17.7904065,Own money from other bank,IN
31.01.2018,C_2,Group 38,3.45925298,To CB client in other bank,OUT
31.01.2018,C_2,Group 38,42.74559247,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 38,8.80057343,To themselves in other bank,OUT
31.01.2018,C_2,Group 120,33.79109736,Money from other bank,IN
31.01.2018,C_2,Group 120,3.53242323,Own money from other bank,IN
31.01.2018,C_2,Group 120,7.79151693,To CB client in other bank,OUT
31.01.2018,C_2,Group 120,22.10559447,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 120,14.4527506,To themselves in other bank,OUT
31.01.2018,C_2,Group 431,12.39295559,Money from other bank,IN
31.01.2018,C_2,Group 431,3.0281543,Own money from other bank,IN
31.01.2018,C_2,Group 431,0.05748725,To CB client in other bank,OUT
31.01.2018,C_2,Group 431,9.94822484,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 431,1.99858184,To themselves in other bank,OUT
31.01.2018,C_2,Group 320,0.09751851,Money from other bank,IN
31.01.2018,C_2,Group 320,0.00740559,To CB client in other bank,OUT
31.01.2018,C_2,Group 320,0.12450487,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 34,0.08334465,Money from other bank,IN
31.01.2018,C_2,Group 34,1.65132484,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 34,0.5325562,To themselves in other bank,OUT
31.01.2018,C_2,Group 528,10.25637387,Money from other bank,IN
31.01.2018,C_2,Group 528,0.04424253,To CB client in other bank,OUT
31.01.2018,C_2,Group 528,11.79366436,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 528,0.00947055,To themselves in other bank,OUT
31.01.2018,C_2,Group 113,12.96615216,Money from other bank,IN
31.01.2018,C_2,Group 113,0.93253948,Own money from other bank,IN
31.01.2018,C_2,Group 113,0.42672158,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 113,19.35747634,To themselves in other bank,OUT
31.01.2018,C_2,Group 82,4.56776293,Money from other bank,IN
31.01.2018,C_2,Group 82,0.17184776,Own money from other bank,IN
31.01.2018,C_2,Group 82,0.29597746,To CB client in other bank,OUT
31.01.2018,C_2,Group 82,170.0622471,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 82,0.00219541,To themselves in other bank,OUT
31.01.2018,C_2,Group 130,0.00859769,Money from other bank,IN
31.01.2018,C_2,Group 130,0.02525198,To CB client in other bank,OUT
31.01.2018,C_2,Group 130,70.10298511,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 130,2.00615222,To themselves in other bank,OUT
31.01.2018,C_2,Group 633,3.0281543,Money from other bank,IN
31.01.2018,C_2,Group 633,3.0281543,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 633,0.02422523,To themselves in other bank,OUT
31.01.2018,C_2,Group 21,7.57194241,Money from other bank,IN
31.01.2018,C_2,Group 21,0.01230188,Own money from other bank,IN
31.01.2018,C_2,Group 21,0.00307095,To CB client in other bank,OUT
31.01.2018,C_2,Group 21,4.95428798,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 21,1.24654539,To themselves in other bank,OUT
31.01.2018,C_2,Group 256,119.26056321,Money from other bank,IN
31.01.2018,C_2,Group 256,0.65659848,Own money from other bank,IN
31.01.2018,C_2,Group 256,37.92641325,To CB client in other bank,OUT
31.01.2018,C_2,Group 256,82.33008524,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 256,71.23368659,To themselves in other bank,OUT
31.01.2018,C_2,Group 32,1.12333769,Money from other bank,IN
31.01.2018,C_2,Group 32,0.71918665,Own money from other bank,IN
31.01.2018,C_2,Group 32,0.1552306,To CB client in other bank,OUT
31.01.2018,C_2,Group 32,1.41948765,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 66,22.74078417,Money from other bank,IN
31.01.2018,C_2,Group 66,19.68300293,Own money from other bank,IN
31.01.2018,C_2,Group 66,0.22900342,To CB client in other bank,OUT
31.01.2018,C_2,Group 66,95.35572713,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 66,19.02384036,To themselves in other bank,OUT
31.01.2018,C_2,Group 1,147.32385241,Money from other bank,IN
31.01.2018,C_2,Group 1,4.71657473,Own money from other bank,IN
31.01.2018,C_2,Group 1,58.83367045,To CB client in other bank,OUT
31.01.2018,C_2,Group 1,18.95479525,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 1,5.76279755,To themselves in other bank,OUT
31.01.2018,C_2,Group 49,10.64334668,Money from other bank,IN
31.01.2018,C_2,Group 49,1.73937183,Own money from other bank,IN
31.01.2018,C_2,Group 49,1.85244357,To CB client in other bank,OUT
31.01.2018,C_2,Group 49,8.52452277,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 405,9.80203868,Money from other bank,IN
31.01.2018,C_2,Group 405,1.33284211,Own money from other bank,IN
31.01.2018,C_2,Group 405,2.87982047,To CB client in other bank,OUT
31.01.2018,C_2,Group 405,3.66423284,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 405,3.75484509,To themselves in other bank,OUT
31.01.2018,C_2,Group 124,1.60914369,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 15,21.60945742,Money from other bank,IN
31.01.2018,C_2,Group 15,0.94629822,Own money from other bank,IN
31.01.2018,C_2,Group 15,3.83143293,To CB client in other bank,OUT
31.01.2018,C_2,Group 15,9.42882972,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 15,0.01892596,To themselves in other bank,OUT
31.01.2018,C_2,Group 168,8.78762656,Money from other bank,IN
31.01.2018,C_2,Group 168,1.60043606,Own money from other bank,IN
31.01.2018,C_2,Group 168,0.00219183,To CB client in other bank,OUT
31.01.2018,C_2,Group 168,2.36496991,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 168,4.63307607,To themselves in other bank,OUT
31.01.2018,C_2,Group 64,27.43455012,Money from other bank,IN
31.01.2018,C_2,Group 64,10.80207639,Own money from other bank,IN
31.01.2018,C_2,Group 64,0.70291524,To CB client in other bank,OUT
31.01.2018,C_2,Group 64,17.59547508,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 64,1.47404755,To themselves in other bank,OUT
31.01.2018,C_2,Group 326,5.19571427,Money from other bank,IN
31.01.2018,C_2,Group 326,0.60330146,To CB client in other bank,OUT
31.01.2018,C_2,Group 326,3.09893054,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 326,3.51265898,To themselves in other bank,OUT
31.01.2018,C_2,Group 111,10.63053022,Money from other bank,IN
31.01.2018,C_2,Group 111,5.41282581,To themselves in other bank,OUT
31.01.2018,C_2,Group 103,15.97423596,Money from other bank,IN
31.01.2018,C_2,Group 103,10.29348529,Own money from other bank,IN
31.01.2018,C_2,Group 103,1.24861693,To CB client in other bank,OUT
31.01.2018,C_2,Group 103,15.59034058,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 103,8.03113239,To themselves in other bank,OUT
31.01.2018,C_2,Group 572,0.20818561,Money from other bank,IN
31.01.2018,C_2,Group 572,11.70570895,Own money from other bank,IN
31.01.2018,C_2,Group 572,0.26008368,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 572,8.74379553,To themselves in other bank,OUT
31.01.2018,C_2,Group 563,9.72578664,Money from other bank,IN
31.01.2018,C_2,Group 563,0.14383733,Own money from other bank,IN
31.01.2018,C_2,Group 563,0.5950252,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 563,10.76887372,To themselves in other bank,OUT
31.01.2018,C_2,Group 191,173.0578876,Money from other bank,IN
31.01.2018,C_2,Group 191,2.64963501,Own money from other bank,IN
31.01.2018,C_2,Group 191,3.81855186,To CB client in other bank,OUT
31.01.2018,C_2,Group 191,189.02655654,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 191,7.57038574,To themselves in other bank,OUT
31.01.2018,C_2,Group 45,0.7388013,Money from other bank,IN
31.01.2018,C_2,Group 45,2.46559363,Own money from other bank,IN
31.01.2018,C_2,Group 45,0.00353787,To CB client in other bank,OUT
31.01.2018,C_2,Group 45,2.34768492,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 45,0.33688217,To themselves in other bank,OUT
31.01.2018,C_2,Group 550,7.17157787,Money from other bank,IN
31.01.2018,C_2,Group 550,13.60675409,Own money from other bank,IN
31.01.2018,C_2,Group 550,5.91590952,To CB client in other bank,OUT
31.01.2018,C_2,Group 550,1.9136319,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 550,12.98290189,To themselves in other bank,OUT
31.01.2018,C_2,Group 189,5.30503097,Money from other bank,IN
31.01.2018,C_2,Group 189,1.42544023,To CB client in other bank,OUT
31.01.2018,C_2,Group 189,1.94351719,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 189,0.65589973,To themselves in other bank,OUT
31.01.2018,C_2,Group 540,0.16688783,Money from other bank,IN
31.01.2018,C_2,Group 540,0.06617557,To CB client in other bank,OUT
31.01.2018,C_2,Group 540,1.41256722,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 540,0.41485714,To themselves in other bank,OUT
31.01.2018,C_2,Group 442,35.72617008,Money from other bank,IN
31.01.2018,C_2,Group 442,66.45095345,To themselves in other bank,OUT
31.01.2018,C_2,Group 71,5.43927786,Money from other bank,IN
31.01.2018,C_2,Group 71,0.53912502,Own money from other bank,IN
31.01.2018,C_2,Group 71,0.06531469,To CB client in other bank,OUT
31.01.2018,C_2,Group 71,4.76903636,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 213,108.89893946,Money from other bank,IN
31.01.2018,C_2,Group 213,10.59854004,Own money from other bank,IN
31.01.2018,C_2,Group 213,75.76812099,To CB client in other bank,OUT
31.01.2018,C_2,Group 213,544.71604954,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 213,30.47918983,To themselves in other bank,OUT
31.01.2018,C_2,Group 76,105.00645423,Money from other bank,IN
31.01.2018,C_2,Group 76,123.69359302,Own money from other bank,IN
31.01.2018,C_2,Group 76,0.80428272,To CB client in other bank,OUT
31.01.2018,C_2,Group 76,4.02125775,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 76,74.48416491,To themselves in other bank,OUT
31.01.2018,C_2,Group 18,37.58513352,Money from other bank,IN
31.01.2018,C_2,Group 18,0.0755187,Own money from other bank,IN
31.01.2018,C_2,Group 18,11.97492771,To CB client in other bank,OUT
31.01.2018,C_2,Group 18,16.20397427,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 18,0.104396,To themselves in other bank,OUT
31.01.2018,C_2,Group 93,4.18281228,Money from other bank,IN
31.01.2018,C_2,Group 93,0.01394874,To CB client in other bank,OUT
31.01.2018,C_2,Group 93,8.53174374,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 93,12.22534402,To themselves in other bank,OUT
31.01.2018,C_2,Group 610,46.11727587,Money from other bank,IN
31.01.2018,C_2,Group 610,0.75703857,To CB client in other bank,OUT
31.01.2018,C_2,Group 610,25.36079224,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 610,23.34328444,To themselves in other bank,OUT
31.01.2018,C_2,Group 638,0.33099674,Money from other bank,IN
31.01.2018,C_2,Group 638,0.30223953,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 605,69.97998874,Money from other bank,IN
31.01.2018,C_2,Group 605,15.28839401,Own money from other bank,IN
31.01.2018,C_2,Group 605,2.3373674,To CB client in other bank,OUT
31.01.2018,C_2,Group 605,33.25051097,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 605,9.81959163,To themselves in other bank,OUT
31.01.2018,C_2,Group 75,4.35439434,Money from other bank,IN
31.01.2018,C_2,Group 75,0.55453076,Own money from other bank,IN
31.01.2018,C_2,Group 75,0.17307722,To CB client in other bank,OUT
31.01.2018,C_2,Group 75,1.30423175,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 75,3.19848798,To themselves in other bank,OUT
31.01.2018,C_2,Group 464,1.09179194,Own money from other bank,IN
31.01.2018,C_2,Group 464,0.3732849,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 156,32.30715205,Money from other bank,IN
31.01.2018,C_2,Group 156,13.19139716,Own money from other bank,IN
31.01.2018,C_2,Group 156,0.78822284,To CB client in other bank,OUT
31.01.2018,C_2,Group 156,5.61449965,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 156,8.80363981,To themselves in other bank,OUT
31.01.2018,C_2,Group 264,9.26169435,Money from other bank,IN
31.01.2018,C_2,Group 264,0.17382317,To CB client in other bank,OUT
31.01.2018,C_2,Group 264,23.19011815,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 599,0.75496678,Money from other bank,IN
31.01.2018,C_2,Group 599,1.78839008,To themselves in other bank,OUT
31.01.2018,C_2,Group 22,1.50852058,Money from other bank,IN
31.01.2018,C_2,Group 22,2.41873824,Own money from other bank,IN
31.01.2018,C_2,Group 22,0.00059553,To CB client in other bank,OUT
31.01.2018,C_2,Group 22,3.65696598,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 22,0.0678552,To themselves in other bank,OUT
31.01.2018,C_2,Group 88,18.02398359,Money from other bank,IN
31.01.2018,C_2,Group 88,4.26851994,Own money from other bank,IN
31.01.2018,C_2,Group 88,15.12832716,To CB client in other bank,OUT
31.01.2018,C_2,Group 88,5.53955306,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 88,11.38544983,To themselves in other bank,OUT
31.01.2018,C_2,Group 74,16.84654813,Money from other bank,IN
31.01.2018,C_2,Group 74,0.02838895,Own money from other bank,IN
31.01.2018,C_2,Group 74,0.56751323,To CB client in other bank,OUT
31.01.2018,C_2,Group 74,11.2896931,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 74,5.25052696,To themselves in other bank,OUT
31.01.2018,C_2,Group 12,22.56738332,Money from other bank,IN
31.01.2018,C_2,Group 12,110.24198691,Own money from other bank,IN
31.01.2018,C_2,Group 12,2.03837434,To CB client in other bank,OUT
31.01.2018,C_2,Group 12,90.81943758,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 12,6.52354996,To themselves in other bank,OUT
31.01.2018,C_2,Group 206,0.8603072,Money from other bank,IN
31.01.2018,C_2,Group 206,0.41982498,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 239,24.18510795,Money from other bank,IN
31.01.2018,C_2,Group 239,1.59295691,To CB client in other bank,OUT
31.01.2018,C_2,Group 239,18.75322783,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 239,30.70548457,To themselves in other bank,OUT
31.01.2018,C_2,Group 632,0.76543522,Money from other bank,IN
31.01.2018,C_2,Group 632,1.75437824,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 632,0.31379249,To themselves in other bank,OUT
31.01.2018,C_2,Group 285,5.32416497,Money from other bank,IN
31.01.2018,C_2,Group 285,0.01551929,To CB client in other bank,OUT
31.01.2018,C_2,Group 285,0.87341574,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 549,3.82464726,Money from other bank,IN
31.01.2018,C_2,Group 549,3.81871348,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 549,0.87720657,To themselves in other bank,OUT
31.01.2018,C_2,Group 297,3.23638611,Money from other bank,IN
31.01.2018,C_2,Group 297,0.03947058,To CB client in other bank,OUT
31.01.2018,C_2,Group 297,0.80769712,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 297,0.21087839,To themselves in other bank,OUT
31.01.2018,C_2,Group 17,146.19917955,Money from other bank,IN
31.01.2018,C_2,Group 17,0.47096235,Own money from other bank,IN
31.01.2018,C_2,Group 17,28.39599842,To CB client in other bank,OUT
31.01.2018,C_2,Group 17,96.36341386,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 17,2.90523546,To themselves in other bank,OUT
31.01.2018,C_2,Group 301,0.06586236,To themselves in other bank,OUT
31.01.2018,C_2,Group 348,57.16412146,Money from other bank,IN
31.01.2018,C_2,Group 348,5.56949494,Own money from other bank,IN
31.01.2018,C_2,Group 348,4.82166377,To CB client in other bank,OUT
31.01.2018,C_2,Group 348,12.32541628,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 348,14.52936972,To themselves in other bank,OUT
31.01.2018,C_2,Group 273,14.13049427,Money from other bank,IN
31.01.2018,C_2,Group 273,0.1009139,Own money from other bank,IN
31.01.2018,C_2,Group 273,0.3519827,To CB client in other bank,OUT
31.01.2018,C_2,Group 273,7.77337339,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 273,2.97112286,To themselves in other bank,OUT
31.01.2018,C_2,Group 131,42.82433749,Money from other bank,IN
31.01.2018,C_2,Group 131,0.01423643,Own money from other bank,IN
31.01.2018,C_2,Group 131,0.90392926,To CB client in other bank,OUT
31.01.2018,C_2,Group 131,1.39664919,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 131,43.17105806,To themselves in other bank,OUT
31.01.2018,C_2,Group 460,0.90794139,Money from other bank,IN
31.01.2018,C_2,Group 460,1.12950155,Own money from other bank,IN
31.01.2018,C_2,Group 460,0.5563481,To CB client in other bank,OUT
31.01.2018,C_2,Group 460,0.84859494,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 460,1.09524556,To themselves in other bank,OUT
31.01.2018,C_2,Group 372,52.64571695,Money from other bank,IN
31.01.2018,C_2,Group 372,2.85592802,Own money from other bank,IN
31.01.2018,C_2,Group 372,6.12017961,To CB client in other bank,OUT
31.01.2018,C_2,Group 372,40.12241436,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 372,4.50799221,To themselves in other bank,OUT
31.01.2018,C_2,Group 237,8.10254893,Money from other bank,IN
31.01.2018,C_2,Group 237,10.05846872,Own money from other bank,IN
31.01.2018,C_2,Group 237,2.86247574,To CB client in other bank,OUT
31.01.2018,C_2,Group 237,17.61992129,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 237,0.03974453,To themselves in other bank,OUT
31.01.2018,C_2,Group 26,0.00113556,Own money from other bank,IN
31.01.2018,C_2,Group 26,1.32330343,To themselves in other bank,OUT
31.01.2018,C_2,Group 424,14.36461816,Money from other bank,IN
31.01.2018,C_2,Group 424,0.19115224,To CB client in other bank,OUT
31.01.2018,C_2,Group 424,0.2237049,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 424,0.42924087,To themselves in other bank,OUT
31.01.2018,C_2,Group 525,0.55869447,Own money from other bank,IN
31.01.2018,C_2,Group 525,0.12151398,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 501,12.2009235,Money from other bank,IN
31.01.2018,C_2,Group 501,12.18751845,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 6,0.93133079,Money from other bank,IN
31.01.2018,C_2,Group 6,0.00028481,To CB client in other bank,OUT
31.01.2018,C_2,Group 6,1.1184134,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 6,0.00009463,To themselves in other bank,OUT
31.01.2018,C_2,Group 309,0.39296031,Money from other bank,IN
31.01.2018,C_2,Group 309,0.002097,Own money from other bank,IN
31.01.2018,C_2,Group 309,0.03306731,To CB client in other bank,OUT
31.01.2018,C_2,Group 309,0.81246239,To non-CB client in other bank,OUT
31.01.2018,C_2,Group 309,0.00764609,To themselves in other bank,OUT
31.01.2018,C_2,Group 91,3.05087614,Money from other bank,IN
